component_failed,country,days_since_last_service,downtime_hours,equipment_id,equipment_type,event_date,event_id,event_type,failure_mode,maintenance_type,manufacturer,mine_type,model_year,oil_analysis_flag,operating_hours,production_loss_tonnes,repair_cost_usd,severity,table_name,temperature_flag,vibration_flag,was_scheduled
inspection,,23.0,,UNIT-2889,,2023-02-17,EQP-092D1EF7,inspection,preventive,preventive,,,,,44267.0,,,minor,failure_events,,,1.0
filter_replace,,20.0,,UNIT-5929,,2021-05-23,EQP-092DDDCC,scheduled_maintenance,preventive,preventive,,,,,61094.0,,,routine,failure_events,,,1.0
general_component,,4.0,,UNIT-9890,,2020-09-19,EQP-092EFC75,overhaul,brakes,major_overhaul,,,,,11554.0,,,major,failure_events,,,1.0
hose,,30.0,,UNIT-3071,,2022-06-13,EQP-0943CD7B,condition_based,hydraulics,predictive,,,,,40086.0,,,routine,failure_events,,,0.0
oil_change,,21.0,,UNIT-3795,,2022-06-24,EQP-094B4059,scheduled_maintenance,preventive,preventive,,,,,54309.0,,,routine,failure_events,,,1.0
hose,,44.0,,UNIT-4050,,2022-10-02,EQP-095541BF,condition_based,hydraulics,predictive,,,,,48210.0,,,minor,failure_events,,,0.0
filter_replace,,36.0,,UNIT-5340,,2022-06-04,EQP-0958EE7D,scheduled_maintenance,preventive,preventive,,,,,11729.0,,,minor,failure_events,,,1.0
filter_replace,,40.0,,UNIT-8004,,2021-09-15,EQP-096675DF,scheduled_maintenance,preventive,preventive,,,,,51371.0,,,routine,failure_events,,,1.0
gearbox,,56.0,,UNIT-7354,,2023-11-21,EQP-09722A23,condition_based,transmission,predictive,,,,,40520.0,,,minor,failure_events,,,0.0
front_right,,1.0,,UNIT-3579,,2023-12-26,EQP-0978022D,overhaul,tires,major_overhaul,,,,,65676.0,,,major,failure_events,,,1.0
general_component,,8.0,,UNIT-4320,,2021-12-12,EQP-098E5ABE,breakdown,blade,corrective,,,,,37191.0,,,minor,failure_events,,,0.0
oil_pump,,127.0,,UNIT-4855,,2020-10-25,EQP-09A899A7,condition_based,engine,predictive,,,,,60754.0,,,routine,failure_events,,,0.0
injector,,33.0,,UNIT-5414,,2024-11-24,EQP-09E7447D,overhaul,engine,major_overhaul,,,,,34532.0,,,major,failure_events,,,1.0
sensors,,57.0,,UNIT-2889,,2024-10-29,EQP-09ECB30B,breakdown,electrical,corrective,,,,,19075.0,,,minor,failure_events,,,0.0
general_component,,72.0,,UNIT-8371,,2022-02-08,EQP-09ECB6F0,breakdown,brakes,corrective,,,,,18869.0,,,critical,failure_events,,,0.0
general_component,,27.0,,UNIT-3989,,2020-08-05,EQP-09F57EAE,condition_based,blade,predictive,,,,,39597.0,,,routine,failure_events,,,0.0
wiring,,106.0,,UNIT-7533,,2023-08-05,EQP-09FDA1CD,breakdown,electrical,corrective,,,,,6644.0,,,critical,failure_events,,,0.0
oil_change,,113.0,,UNIT-9260,,2021-04-13,EQP-0A37E630,inspection,preventive,preventive,,,,,28891.0,,,routine,failure_events,,,1.0
adjustment,,16.0,,UNIT-5205,,2020-04-22,EQP-0A38E817,inspection,preventive,preventive,,,,,12204.0,,,routine,failure_events,,,1.0
filter,,29.0,,UNIT-2163,,2023-04-29,EQP-0A502F4F,condition_based,hydraulics,predictive,,,,,64472.0,,,routine,failure_events,,,0.0
filter_replace,,113.0,,UNIT-7544,,2022-05-18,EQP-0A530387,scheduled_maintenance,preventive,preventive,,,,,20471.0,,,routine,failure_events,,,1.0
pump,,133.0,,UNIT-6503,,2022-05-24,EQP-0A5E080C,breakdown,hydraulics,corrective,,,,,61336.0,,,minor,failure_events,,,0.0
oil_change,,81.0,,UNIT-3872,,2023-08-10,EQP-0A5F2162,scheduled_maintenance,preventive,preventive,,,,,23599.0,,,routine,failure_events,,,1.0
general_component,,31.0,,UNIT-5493,,2022-03-05,EQP-0A8C39B0,condition_based,undercarriage,predictive,,,,,52259.0,,,routine,failure_events,,,0.0
general_component,,108.0,,UNIT-2382,,2024-01-10,EQP-0A9C97F4,breakdown,undercarriage,corrective,,,,,51849.0,,,minor,failure_events,,,0.0
adjustment,,37.0,,UNIT-3417,,2020-03-13,EQP-0AAAB125,scheduled_maintenance,preventive,preventive,,,,,38855.0,,,routine,failure_events,,,1.0
general_component,,37.0,,UNIT-3244,,2023-06-23,EQP-0AB742E2,condition_based,shaft,predictive,,,,,63529.0,,,minor,failure_events,,,0.0
inspection,,31.0,,UNIT-7043,,2023-04-15,EQP-0AC0B746,inspection,preventive,preventive,,,,,11637.0,,,routine,failure_events,,,1.0
oil_change,,58.0,,UNIT-3840,,2023-10-09,EQP-0AC6B6DD,scheduled_maintenance,preventive,preventive,,,,,35893.0,,,minor,failure_events,,,1.0
battery,,110.0,,UNIT-5546,,2021-06-23,EQP-0ACB8473,breakdown,electrical,corrective,,,,,48071.0,,,major,failure_events,,,0.0
general_component,,13.0,,UNIT-5149,,2022-11-14,EQP-0AD83A06,breakdown,brakes,corrective,,,,,8346.0,,,minor,failure_events,,,0.0
inspection,,71.0,,UNIT-3200,,2020-11-14,EQP-0B02F939,scheduled_maintenance,preventive,preventive,,,,,22798.0,,,routine,failure_events,,,1.0
driveshaft,,93.0,,UNIT-2351,,2024-05-19,EQP-0B056048,breakdown,transmission,corrective,,,,,4586.0,,,major,failure_events,,,0.0
filter_replace,,84.0,,UNIT-6296,,2020-11-08,EQP-0B19F531,scheduled_maintenance,preventive,preventive,,,,,13385.0,,,routine,failure_events,,,1.0
injector,,7.0,,UNIT-7937,,2023-04-02,EQP-0B2A8023,breakdown,engine,corrective,,,,,59884.0,,,major,failure_events,,,0.0
general_component,,23.0,,UNIT-3436,,2024-01-26,EQP-0B2D7A98,breakdown,shaft,corrective,,,,,61492.0,,,critical,failure_events,,,0.0
adjustment,,33.0,,UNIT-5717,,2024-03-10,EQP-0B3433A9,scheduled_maintenance,preventive,preventive,,,,,12386.0,,,routine,failure_events,,,1.0
gearbox,,85.0,,UNIT-5038,,2022-03-29,EQP-0B3C6729,breakdown,transmission,corrective,,,,,31810.0,,,major,failure_events,,,0.0
rear_left,,55.0,,UNIT-9867,,2021-10-03,EQP-0B40EDE1,condition_based,tires,predictive,,,,,64193.0,,,routine,failure_events,,,0.0
adjustment,,47.0,,UNIT-8432,,2022-02-27,EQP-0B52D4DF,scheduled_maintenance,preventive,preventive,,,,,63971.0,,,routine,failure_events,,,1.0
general_component,,55.0,,UNIT-4320,,2020-08-15,EQP-0B6705B3,breakdown,rotation,corrective,,,,,43779.0,,,major,failure_events,,,0.0
oil_change,,55.0,,UNIT-6116,,2020-06-03,EQP-0B8B535C,inspection,preventive,preventive,,,,,65723.0,,,routine,failure_events,,,1.0
oil_change,,106.0,,UNIT-9528,,2024-05-10,EQP-0B9C7890,inspection,preventive,preventive,,,,,25658.0,,,routine,failure_events,,,1.0
filter_replace,,67.0,,UNIT-9936,,2022-01-20,EQP-0B9F98B3,scheduled_maintenance,preventive,preventive,,,,,48035.0,,,minor,failure_events,,,1.0
filter_replace,,47.0,,UNIT-8238,,2021-06-27,EQP-0BA65DFD,scheduled_maintenance,preventive,preventive,,,,,52569.0,,,routine,failure_events,,,1.0
general_component,,43.0,,UNIT-1884,,2020-05-11,EQP-0BB2DFBA,overhaul,brakes,major_overhaul,,,,,14626.0,,,major,failure_events,,,1.0
inspection,,69.0,,UNIT-8061,,2024-11-01,EQP-0BC2ACE2,scheduled_maintenance,preventive,preventive,,,,,49575.0,,,minor,failure_events,,,1.0
oil_change,,61.0,,UNIT-7841,,2022-03-23,EQP-0C02B394,scheduled_maintenance,preventive,preventive,,,,,19667.0,,,routine,failure_events,,,1.0
oil_change,,7.0,,UNIT-8647,,2021-07-06,EQP-0C07E3A5,scheduled_maintenance,preventive,preventive,,,,,39593.0,,,minor,failure_events,,,1.0
oil_change,,6.0,,UNIT-8945,,2023-04-16,EQP-0C0E0CB4,inspection,preventive,preventive,,,,,28361.0,,,routine,failure_events,,,1.0
general_component,,59.0,,UNIT-3568,,2021-10-31,EQP-0C30E4CB,condition_based,casing,predictive,,,,,40240.0,,,routine,failure_events,,,0.0
general_component,,55.0,,UNIT-3829,,2022-07-10,EQP-0C4AF4CE,condition_based,motor,predictive,,,,,27920.0,,,routine,failure_events,,,0.0
adjustment,,15.0,,UNIT-7420,,2022-04-18,EQP-0C4CB5FF,scheduled_maintenance,preventive,preventive,,,,,60478.0,,,routine,failure_events,,,1.0
inspection,,92.0,,UNIT-4050,,2020-05-17,EQP-0C54C19D,scheduled_maintenance,preventive,preventive,,,,,39702.0,,,routine,failure_events,,,1.0
oil_change,,66.0,,UNIT-7510,,2022-03-11,EQP-0C66CF31,inspection,preventive,preventive,,,,,36909.0,,,routine,failure_events,,,1.0
general_component,,60.0,,UNIT-2528,,2023-04-19,EQP-0C68BFED,breakdown,belt,corrective,,,,,28872.0,,,minor,failure_events,,,0.0
rear_left,,25.0,,UNIT-8277,,2021-02-28,EQP-0C6D162F,breakdown,tires,corrective,,,,,35993.0,,,minor,failure_events,,,0.0
pump,,45.0,,UNIT-5446,,2022-10-22,EQP-0C98258E,breakdown,hydraulics,corrective,,,,,20102.0,,,major,failure_events,,,0.0
cylinder,,48.0,,UNIT-3326,,2021-04-30,EQP-0CA2736C,condition_based,hydraulics,predictive,,,,,33971.0,,,routine,failure_events,,,0.0
general_component,,6.0,,UNIT-2151,,2022-11-22,EQP-0CA479AE,breakdown,roller,corrective,,,,,26983.0,,,major,failure_events,,,0.0
general_component,,130.0,,UNIT-8347,,2023-08-15,EQP-0CAF717E,breakdown,gearbox,corrective,,,,,11965.0,,,minor,failure_events,,,0.0
oil_pump,,5.0,,UNIT-8583,,2022-07-17,EQP-0CB31414,breakdown,engine,corrective,,,,,29971.0,,,minor,failure_events,,,0.0
front_right,,49.0,,UNIT-7597,,2020-02-07,EQP-0CBE8137,breakdown,tires,corrective,,,,,4191.0,,,critical,failure_events,,,0.0
general_component,,42.0,,UNIT-6684,,2022-01-01,EQP-0CBEC397,breakdown,drill_string,corrective,,,,,17759.0,,,critical,failure_events,,,0.0
oil_change,,32.0,,UNIT-2388,,2021-12-10,EQP-0CD87827,inspection,preventive,preventive,,,,,22872.0,,,minor,failure_events,,,1.0
filter_replace,,47.0,,UNIT-5107,,2024-01-07,EQP-0CDFD760,inspection,preventive,preventive,,,,,24595.0,,,routine,failure_events,,,1.0
inspection,,54.0,,UNIT-5184,,2021-06-28,EQP-0CF6E881,scheduled_maintenance,preventive,preventive,,,,,35248.0,,,routine,failure_events,,,1.0
general_component,,48.0,,UNIT-3946,,2020-06-23,EQP-0D046046,condition_based,impeller,predictive,,,,,8078.0,,,routine,failure_events,,,0.0
sensors,,57.0,,UNIT-5306,,2021-12-20,EQP-0D0E635B,breakdown,electrical,corrective,,,,,43791.0,,,major,failure_events,,,0.0
general_component,,104.0,,UNIT-2488,,2021-03-18,EQP-0D2C0F37,breakdown,drill_string,corrective,,,,,60412.0,,,major,failure_events,,,0.0
inspection,,33.0,,UNIT-1809,,2021-11-15,EQP-0D3B7200,inspection,preventive,preventive,,,,,55277.0,,,routine,failure_events,,,1.0
rear_left,,21.0,,UNIT-1626,,2024-10-10,EQP-0D40DDBC,condition_based,tires,predictive,,,,,35701.0,,,routine,failure_events,,,0.0
valve,,119.0,,UNIT-4472,,2023-12-13,EQP-0D4C587F,breakdown,hydraulics,corrective,,,,,11473.0,,,critical,failure_events,,,0.0
head_gasket,,356.0,,UNIT-6684,,2023-05-17,EQP-0D4F54E2,overhaul,engine,major_overhaul,,,,,4078.0,,,major,failure_events,,,1.0
clutch,,7.0,,UNIT-1666,,2022-05-16,EQP-0D580901,condition_based,transmission,predictive,,,,,17282.0,,,minor,failure_events,,,0.0
general_component,,7.0,,UNIT-1916,,2022-11-25,EQP-0D7501C1,breakdown,undercarriage,corrective,,,,,31842.0,,,major,failure_events,,,0.0
battery,,156.0,,UNIT-5147,,2023-02-05,EQP-0D828183,breakdown,electrical,corrective,,,,,37604.0,,,major,failure_events,,,0.0
filter_replace,,13.0,,UNIT-2541,,2023-03-08,EQP-0D8ADCD7,scheduled_maintenance,preventive,preventive,,,,,33026.0,,,routine,failure_events,,,1.0
adjustment,,21.0,,UNIT-3784,,2021-12-21,EQP-0D8E3EF7,scheduled_maintenance,preventive,preventive,,,,,28192.0,,,routine,failure_events,,,1.0
inspection,,107.0,,UNIT-2085,,2021-07-05,EQP-0D97FF24,scheduled_maintenance,preventive,preventive,,,,,56833.0,,,routine,failure_events,,,1.0
general_component,,10.0,,UNIT-5467,,2023-04-20,EQP-0DB4C429,breakdown,belt,corrective,,,,,44517.0,,,minor,failure_events,,,0.0
turbo,,50.0,,UNIT-4441,,2022-09-29,EQP-0DBECD67,condition_based,engine,predictive,,,,,15105.0,,,minor,failure_events,,,0.0
inspection,,156.0,,UNIT-7852,,2023-04-07,EQP-0DC3B0D0,scheduled_maintenance,preventive,preventive,,,,,15352.0,,,minor,failure_events,,,1.0
general_component,,12.0,,UNIT-5116,,2021-12-14,EQP-0DC8C0B6,breakdown,liner,corrective,,,,,39566.0,,,minor,failure_events,,,0.0
alternator,,14.0,,UNIT-7878,,2024-01-01,EQP-0DCD0A7A,breakdown,electrical,corrective,,,,,5087.0,,,major,failure_events,,,0.0
inspection,,16.0,,UNIT-5618,,2023-11-18,EQP-0DD3A635,inspection,preventive,preventive,,,,,47944.0,,,routine,failure_events,,,1.0
inspection,,37.0,,UNIT-4556,,2021-07-08,EQP-0DDD0C5E,inspection,preventive,preventive,,,,,9541.0,,,routine,failure_events,,,1.0
oil_change,,34.0,,UNIT-1403,,2023-11-25,EQP-0DEA85FE,scheduled_maintenance,preventive,preventive,,,,,2951.0,,,routine,failure_events,,,1.0
filter,,124.0,,UNIT-9110,,2023-04-29,EQP-0DF6FC5B,breakdown,hydraulics,corrective,,,,,36846.0,,,minor,failure_events,,,0.0
inspection,,28.0,,UNIT-8012,,2024-01-09,EQP-0DFA8FEC,scheduled_maintenance,preventive,preventive,,,,,20694.0,,,minor,failure_events,,,1.0
alternator,,203.0,,UNIT-5767,,2021-10-08,EQP-0E0A9048,breakdown,electrical,corrective,,,,,4677.0,,,major,failure_events,,,0.0
sensors,,145.0,,UNIT-5442,,2024-03-27,EQP-0E15405F,condition_based,electrical,predictive,,,,,57208.0,,,routine,failure_events,,,0.0
battery,,92.0,,UNIT-3216,,2024-08-15,EQP-0E216BE3,condition_based,electrical,predictive,,,,,22697.0,,,routine,failure_events,,,0.0
adjustment,,5.0,,UNIT-6371,,2023-05-30,EQP-0E317A86,scheduled_maintenance,preventive,preventive,,,,,28509.0,,,routine,failure_events,,,1.0
filter_replace,,130.0,,UNIT-4481,,2023-06-23,EQP-0E372642,inspection,preventive,preventive,,,,,48319.0,,,routine,failure_events,,,1.0
oil_pump,,39.0,,UNIT-9603,,2020-04-26,EQP-0E386932,breakdown,engine,corrective,,,,,41392.0,,,major,failure_events,,,0.0
general_component,,63.0,,UNIT-7662,,2024-06-13,EQP-0E3BC418,breakdown,casing,corrective,,,,,44489.0,,,major,failure_events,,,0.0
general_component,,6.0,,UNIT-5866,,2020-12-31,EQP-0E6398F4,breakdown,brakes,corrective,,,,,63179.0,,,major,failure_events,,,0.0
general_component,,32.0,,UNIT-7613,,2021-06-16,EQP-0E659BB6,breakdown,seal,corrective,,,,,39646.0,,,minor,failure_events,,,0.0
oil_change,,81.0,,UNIT-4535,,2021-09-21,EQP-0E6BF7E5,scheduled_maintenance,preventive,preventive,,,,,59945.0,,,routine,failure_events,,,1.0
inspection,,104.0,,UNIT-1437,,2023-06-20,EQP-0E7A83D6,scheduled_maintenance,preventive,preventive,,,,,7225.0,,,routine,failure_events,,,1.0
oil_change,,1.0,,UNIT-8762,,2022-10-25,EQP-0E802476,scheduled_maintenance,preventive,preventive,,,,,56314.0,,,routine,failure_events,,,1.0
oil_change,,40.0,,UNIT-8841,,2024-03-28,EQP-0E929897,scheduled_maintenance,preventive,preventive,,,,,49416.0,,,routine,failure_events,,,1.0
battery,,11.0,,UNIT-5849,,2024-08-28,EQP-0EA6E4C0,overhaul,electrical,major_overhaul,,,,,7149.0,,,major,failure_events,,,1.0
inspection,,4.0,,UNIT-6667,,2022-03-17,EQP-0EA7AAF6,scheduled_maintenance,preventive,preventive,,,,,44161.0,,,routine,failure_events,,,1.0
inspection,,76.0,,UNIT-3214,,2022-11-28,EQP-0EA97EEB,scheduled_maintenance,preventive,preventive,,,,,18806.0,,,routine,failure_events,,,1.0
inspection,,127.0,,UNIT-3228,,2021-04-15,EQP-0EB08ECF,scheduled_maintenance,preventive,preventive,,,,,47617.0,,,routine,failure_events,,,1.0
filter_replace,,70.0,,UNIT-7716,,2021-03-12,EQP-0EB412E2,scheduled_maintenance,preventive,preventive,,,,,41659.0,,,routine,failure_events,,,1.0
filter_replace,,111.0,,UNIT-6264,,2023-09-16,EQP-0EBD5134,scheduled_maintenance,preventive,preventive,,,,,15785.0,,,routine,failure_events,,,1.0
general_component,,1.0,,UNIT-3560,,2023-03-05,EQP-0EBDC9E0,breakdown,gearbox,corrective,,,,,35565.0,,,critical,failure_events,,,0.0
adjustment,,3.0,,UNIT-2009,,2020-07-04,EQP-0EDBCE21,scheduled_maintenance,preventive,preventive,,,,,43478.0,,,minor,failure_events,,,1.0
filter,,153.0,,UNIT-1534,,2020-12-20,EQP-0EF157AA,breakdown,hydraulics,corrective,,,,,25184.0,,,critical,failure_events,,,0.0
driveshaft,,29.0,,UNIT-5305,,2020-08-05,EQP-0EFB449C,condition_based,transmission,predictive,,,,,19214.0,,,routine,failure_events,,,0.0
torque_converter,,152.0,,UNIT-4804,,2023-03-07,EQP-0F110131,breakdown,transmission,corrective,,,,,49221.0,,,critical,failure_events,,,0.0
adjustment,,365.0,,UNIT-2640,,2020-10-30,EQP-0F249808,scheduled_maintenance,preventive,preventive,,,,,20825.0,,,routine,failure_events,,,1.0
general_component,,71.0,,UNIT-4319,,2022-01-22,EQP-0F33914D,breakdown,pulley,corrective,,,,,33677.0,,,minor,failure_events,,,0.0
inspection,,74.0,,UNIT-1226,,2024-07-24,EQP-0F3EA9E4,scheduled_maintenance,preventive,preventive,,,,,55824.0,,,minor,failure_events,,,1.0
general_component,,19.0,,UNIT-8848,,2022-08-02,EQP-0F3FE23E,breakdown,roller,corrective,,,,,62385.0,,,major,failure_events,,,0.0
inspection,,64.0,,UNIT-1465,,2021-09-15,EQP-0F43EBDF,scheduled_maintenance,preventive,preventive,,,,,31115.0,,,routine,failure_events,,,1.0
inspection,,119.0,,UNIT-7645,,2023-07-26,EQP-0F5E0739,scheduled_maintenance,preventive,preventive,,,,,35653.0,,,minor,failure_events,,,1.0
adjustment,,1.0,,UNIT-6422,,2021-06-25,EQP-0F65883F,inspection,preventive,preventive,,,,,39668.0,,,routine,failure_events,,,1.0
inspection,,124.0,,UNIT-6812,,2023-05-16,EQP-0F6C0369,inspection,preventive,preventive,,,,,12647.0,,,minor,failure_events,,,1.0
general_component,,37.0,,UNIT-1850,,2021-04-29,EQP-0F750B7C,overhaul,brakes,major_overhaul,,,,,42551.0,,,major,failure_events,,,1.0
general_component,,56.0,,UNIT-9633,,2020-11-04,EQP-0F778223,condition_based,motor,predictive,,,,,52277.0,,,routine,failure_events,,,0.0
filter_replace,,95.0,,UNIT-6148,,2020-05-11,EQP-0F93AB80,scheduled_maintenance,preventive,preventive,,,,,51588.0,,,minor,failure_events,,,1.0
inspection,,275.0,,UNIT-6223,,2023-04-10,EQP-0FA27158,inspection,preventive,preventive,,,,,48951.0,,,minor,failure_events,,,1.0
inspection,,112.0,,UNIT-2688,,2020-08-02,EQP-0FA93E58,inspection,preventive,preventive,,,,,4513.0,,,minor,failure_events,,,1.0
adjustment,,1.0,,UNIT-1208,,2021-10-19,EQP-0FAC8547,scheduled_maintenance,preventive,preventive,,,,,56080.0,,,routine,failure_events,,,1.0
adjustment,,140.0,,UNIT-2469,,2021-12-25,EQP-0FB15761,scheduled_maintenance,preventive,preventive,,,,,20190.0,,,routine,failure_events,,,1.0
general_component,,20.0,,UNIT-7043,,2024-10-21,EQP-0FB3D7BC,breakdown,brakes,corrective,,,,,12461.0,,,major,failure_events,,,0.0
general_component,,156.0,,UNIT-7646,,2021-12-31,EQP-0FC83C98,overhaul,motor,major_overhaul,,,,,59821.0,,,major,failure_events,,,1.0
oil_change,,25.0,,UNIT-2485,,2021-10-20,EQP-0FDBD768,scheduled_maintenance,preventive,preventive,,,,,41115.0,,,routine,failure_events,,,1.0
starter,,33.0,,UNIT-3516,,2023-01-24,EQP-1000E525,breakdown,electrical,corrective,,,,,3658.0,,,major,failure_events,,,0.0
oil_change,,60.0,,UNIT-6609,,2020-04-11,EQP-1011677F,inspection,preventive,preventive,,,,,23506.0,,,minor,failure_events,,,1.0
alternator,,229.0,,UNIT-9468,,2022-06-05,EQP-103FD653,breakdown,electrical,corrective,,,,,31265.0,,,major,failure_events,,,0.0
rear_left,,23.0,,UNIT-5298,,2021-01-10,EQP-1040F92C,condition_based,tires,predictive,,,,,56067.0,,,routine,failure_events,,,0.0
general_component,,5.0,,UNIT-5017,,2020-12-26,EQP-10531073,breakdown,blade,corrective,,,,,43745.0,,,minor,failure_events,,,0.0
general_component,,18.0,,UNIT-2069,,2024-09-26,EQP-105C6D1A,condition_based,motor,predictive,,,,,49707.0,,,routine,failure_events,,,0.0
injector,,198.0,,UNIT-5874,,2024-11-16,EQP-105EEE53,breakdown,engine,corrective,,,,,36076.0,,,critical,failure_events,,,0.0
adjustment,,48.0,,UNIT-7555,,2023-05-24,EQP-106122C6,scheduled_maintenance,preventive,preventive,,,,,3868.0,,,routine,failure_events,,,1.0
adjustment,,15.0,,UNIT-4307,,2022-06-23,EQP-10789F55,scheduled_maintenance,preventive,preventive,,,,,4719.0,,,routine,failure_events,,,1.0
gearbox,,211.0,,UNIT-1699,,2022-07-28,EQP-10856BE3,condition_based,transmission,predictive,,,,,52567.0,,,routine,failure_events,,,0.0
general_component,,39.0,,UNIT-7346,,2021-05-24,EQP-10956B82,breakdown,pulley,corrective,,,,,65277.0,,,minor,failure_events,,,0.0
adjustment,,2.0,,UNIT-8465,,2024-06-16,EQP-10B49928,scheduled_maintenance,preventive,preventive,,,,,3893.0,,,routine,failure_events,,,1.0
adjustment,,103.0,,UNIT-2813,,2021-10-21,EQP-10B9EAC2,scheduled_maintenance,preventive,preventive,,,,,59649.0,,,routine,failure_events,,,1.0
head_gasket,,80.0,,UNIT-7866,,2021-10-13,EQP-10C710FC,breakdown,engine,corrective,,,,,22873.0,,,major,failure_events,,,0.0
adjustment,,61.0,,UNIT-5549,,2022-06-25,EQP-10D6BB2E,inspection,preventive,preventive,,,,,9226.0,,,routine,failure_events,,,1.0
torque_converter,,41.0,,UNIT-6329,,2020-05-14,EQP-10D7CA95,overhaul,transmission,major_overhaul,,,,,61569.0,,,major,failure_events,,,1.0
adjustment,,7.0,,UNIT-1815,,2022-07-11,EQP-10E32A4C,scheduled_maintenance,preventive,preventive,,,,,60412.0,,,routine,failure_events,,,1.0
general_component,,32.0,,UNIT-1065,,2021-12-10,EQP-10EE61A1,breakdown,undercarriage,corrective,,,,,16702.0,,,major,failure_events,,,0.0
starter,,3.0,,UNIT-3775,,2022-04-21,EQP-10F88FBD,condition_based,electrical,predictive,,,,,39296.0,,,routine,failure_events,,,0.0
general_component,,73.0,,UNIT-2936,,2021-03-25,EQP-1108D2DC,condition_based,brakes,predictive,,,,,63481.0,,,routine,failure_events,,,0.0
cylinder,,49.0,,UNIT-8445,,2022-10-13,EQP-11133815,breakdown,hydraulics,corrective,,,,,31030.0,,,major,failure_events,,,0.0
inspection,,29.0,,UNIT-4902,,2022-09-21,EQP-1134E068,scheduled_maintenance,preventive,preventive,,,,,30585.0,,,minor,failure_events,,,1.0
general_component,,273.0,,UNIT-9878,,2020-06-28,EQP-113F20A4,condition_based,gearbox,predictive,,,,,46690.0,,,routine,failure_events,,,0.0
adjustment,,19.0,,UNIT-3753,,2024-08-13,EQP-113FA91F,inspection,preventive,preventive,,,,,28283.0,,,routine,failure_events,,,1.0
torque_converter,,74.0,,UNIT-3595,,2024-01-29,EQP-11462CC8,breakdown,transmission,corrective,,,,,2952.0,,,minor,failure_events,,,0.0
adjustment,,78.0,,UNIT-5788,,2020-01-16,EQP-114AD522,scheduled_maintenance,preventive,preventive,,,,,4985.0,,,routine,failure_events,,,1.0
filter_replace,,62.0,,UNIT-8149,,2020-04-13,EQP-114D31B6,scheduled_maintenance,preventive,preventive,,,,,7960.0,,,routine,failure_events,,,1.0
inspection,,7.0,,UNIT-5643,,2022-07-05,EQP-115E1A66,scheduled_maintenance,preventive,preventive,,,,,35980.0,,,routine,failure_events,,,1.0
adjustment,,29.0,,UNIT-9996,,2022-01-20,EQP-11601C55,scheduled_maintenance,preventive,preventive,,,,,16622.0,,,routine,failure_events,,,1.0
inspection,,86.0,,UNIT-5301,,2020-03-16,EQP-116B9248,scheduled_maintenance,preventive,preventive,,,,,11608.0,,,minor,failure_events,,,1.0
inspection,,17.0,,UNIT-8254,,2021-01-17,EQP-1174C69D,scheduled_maintenance,preventive,preventive,,,,,55724.0,,,minor,failure_events,,,1.0
general_component,,55.0,,UNIT-5101,,2024-03-29,EQP-1184FDAF,breakdown,drill_string,corrective,,,,,9139.0,,,major,failure_events,,,0.0
general_component,,69.0,,UNIT-7945,,2020-04-23,EQP-11974206,breakdown,pulley,corrective,,,,,56290.0,,,major,failure_events,,,0.0
inspection,,14.0,,UNIT-3942,,2023-09-30,EQP-11CA4F2E,inspection,preventive,preventive,,,,,14607.0,,,minor,failure_events,,,1.0
general_component,,87.0,,UNIT-3488,,2023-08-20,EQP-11DD2954,breakdown,compressor,corrective,,,,,33315.0,,,major,failure_events,,,0.0
filter_replace,,17.0,,UNIT-9454,,2021-05-20,EQP-11FA0604,scheduled_maintenance,preventive,preventive,,,,,64123.0,,,routine,failure_events,,,1.0
inspection,,23.0,,UNIT-6483,,2021-11-03,EQP-11FBAB46,scheduled_maintenance,preventive,preventive,,,,,19599.0,,,routine,failure_events,,,1.0
turbo,,19.0,,UNIT-5460,,2021-09-21,EQP-12000DE8,breakdown,engine,corrective,,,,,55977.0,,,critical,failure_events,,,0.0
general_component,,57.0,,UNIT-9099,,2023-10-06,EQP-12260AC4,breakdown,compressor,corrective,,,,,35240.0,,,minor,failure_events,,,0.0
filter_replace,,77.0,,UNIT-4904,,2022-01-18,EQP-122E10F9,inspection,preventive,preventive,,,,,32751.0,,,routine,failure_events,,,1.0
cooling_system,,72.0,,UNIT-4832,,2020-05-07,EQP-1245BA8D,breakdown,engine,corrective,,,,,7144.0,,,major,failure_events,,,0.0
clutch,,292.0,,UNIT-9282,,2021-10-23,EQP-1257496B,breakdown,transmission,corrective,,,,,32372.0,,,critical,failure_events,,,0.0
rear_left,,39.0,,UNIT-5155,,2021-12-07,EQP-125BDF66,breakdown,tires,corrective,,,,,24291.0,,,major,failure_events,,,0.0
general_component,,48.0,,UNIT-5176,,2021-08-21,EQP-125DECBF,overhaul,motor,major_overhaul,,,,,42061.0,,,major,failure_events,,,1.0
alternator,,170.0,,UNIT-5804,,2020-09-14,EQP-1264CD31,breakdown,electrical,corrective,,,,,13030.0,,,major,failure_events,,,0.0
oil_pump,,13.0,,UNIT-6815,,2020-08-19,EQP-1273588E,breakdown,engine,corrective,,,,,37655.0,,,minor,failure_events,,,0.0
general_component,,7.0,,UNIT-1071,,2023-03-29,EQP-12750121,breakdown,pulley,corrective,,,,,48819.0,,,major,failure_events,,,0.0
oil_change,,29.0,,UNIT-7815,,2021-10-11,EQP-127A7339,scheduled_maintenance,preventive,preventive,,,,,35177.0,,,routine,failure_events,,,1.0
